left_top.started,left_top.stopped,middle_top.started,middle_top.stopped,right_top.started,right_top.stopped,left_bottom.started,left_bottom.stopped,middle_bottom.started,middle_bottom.stopped,right_bottom.started,right_bottom.stopped,a_f.started,a_f.stopped,g_l.started,g_l.stopped,m_r.started,m_r.stopped,s_w.started,s_w.stopped,x_z.started,x_z.stopped,textbar.text,textbar.started,textbar.stopped,submit.started,submit.stopped,submit.numClicks,submit.timesOn,submit.timesOff,back.started,back.stopped,back.numClicks,back.timesOn,back.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
11.18015130699996,None,11.18015130699996,None,11.18015130699996,None,11.18015130699996,None,11.18015130699996,None,11.18015130699996,None,11.18015130699996,None,11.18015130699996,None,11.18015130699996,None,11.18015130699996,None,11.18015130699996,None,answer,11.18015130699996,None,11.18015130699996,None,0,,,11.18015130699996,None,0,,,,,,,,,
