left_top.started,left_top.stopped,middle_top.started,middle_top.stopped,right_top.started,right_top.stopped,left_bottom.started,left_bottom.stopped,middle_bottom.started,middle_bottom.stopped,right_bottom.started,right_bottom.stopped,m.started,m.stopped,n.started,n.stopped,o.started,o.stopped,p.started,p.stopped,q.started,q.stopped,r.started,r.stopped,textbar.text,textbar.started,textbar.stopped,undo.started,undo.stopped,undo.numClicks,undo.timesOn,undo.timesOff,home.started,home.stopped,home.numClicks,home.timesOn,home.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,10.005846922984347,None,answer,10.005846922984347,None,10.005846922984347,None,0,,,10.005846922984347,None,0,,,0.6155555555555555,0.14777777777777779,1,0,0,16.83952286397107,right_top,0.011533182812854648,None,j,001,2022_Feb_07_1758,title,2021.2.3,60.96788796463549,
