left_top.started,left_top.stopped,middle_top.started,middle_top.stopped,right_top.started,right_top.stopped,left_bottom.started,left_bottom.stopped,middle_bottom.started,middle_bottom.stopped,right_bottom.started,right_bottom.stopped,a_f.started,a_f.stopped,g_l.started,g_l.stopped,m_r.started,m_r.stopped,s_w.started,s_w.stopped,x_z.started,x_z.stopped,textbar.text,textbar.started,textbar.stopped,back.started,back.stopped,back_text.started,back_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.756242692,None,10.756242692,None,10.756242692,None,10.756242692,None,10.756242692,None,10.756242692,None,10.756242692,None,10.756242692,None,10.756242692,None,10.756242692,None,10.756242692,None,answer,10.756242692,None,10.756242692,None,10.756242692,None,,,,,,,
