left_top.started,left_top.stopped,middle_top.started,middle_top.stopped,right_top.started,right_top.stopped,left_bottom.started,left_bottom.stopped,middle_bottom.started,middle_bottom.stopped,right_bottom.started,right_bottom.stopped,m.started,m.stopped,n.started,n.stopped,o.started,o.stopped,p.started,p.stopped,q.started,q.stopped,r.started,r.stopped,textbar.text,textbar.started,textbar.stopped,undo.started,undo.stopped,undo.numClicks,undo.timesOn,undo.timesOff,home.started,home.stopped,home.numClicks,home.timesOn,home.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,8.83490165695548,None,answer,8.83490165695548,None,8.83490165695548,None,0,,,8.83490165695548,None,0,,,0.5977777777777777,0.15555555555555556,1,0,0,3.7877055529970676,right_top,0.0018817477393895388,None,j,001,2022_Feb_07_1800,title,2021.2.3,59.60520398610443,
