left_top.started,left_top.stopped,middle_top.started,middle_top.stopped,right_top.started,right_top.stopped,left_bottom.started,left_bottom.stopped,middle_bottom.started,middle_bottom.stopped,right_bottom.started,right_bottom.stopped,h.started,h.stopped,i.started,i.stopped,k.started,k.stopped,l.started,l.stopped,m.started,m.stopped,j.started,j.stopped,textbar.text,textbar.started,textbar.stopped,back.started,back.stopped,back_text.started,back_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,answer,8.417083681000804,None,8.417083681000804,None,8.417083681000804,None,,,,,,,
