left_top.started,left_top.stopped,middle_top.started,middle_top.stopped,right_top.started,right_top.stopped,left_bottom.started,left_bottom.stopped,middle_bottom.started,middle_bottom.stopped,right_bottom.started,right_bottom.stopped,g.started,g.stopped,h.started,h.stopped,i.started,i.stopped,j.started,j.stopped,k.started,k.stopped,l.started,l.stopped,textbar.text,textbar.started,textbar.stopped,undo.started,undo.stopped,undo.numClicks,undo.timesOn,undo.timesOff,home.started,home.stopped,home.numClicks,home.timesOn,home.timesOff,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,9.621829333947971,None,answer,9.621829333947971,None,9.621829333947971,None,0,,,9.621829333947971,None,0,,,0.5933333333333334,0.14888888888888888,1,0,0,right_top,0.001161003950983286,None,j,001,2022_Feb_07_1733,title,2021.2.3,59.9137740344836,
