left_top.started,left_top.stopped,middle_top.started,middle_top.stopped,right_top.started,right_top.stopped,left_bottom.started,left_bottom.stopped,middle_bottom.started,middle_bottom.stopped,right_bottom.started,right_bottom.stopped,a_f.started,a_f.stopped,g_l.started,g_l.stopped,m_q.started,m_q.stopped,r_w.started,r_w.stopped,x_z.started,x_z.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.067765022999993,None,10.067765022999993,None,10.067765022999993,None,10.067765022999993,None,10.067765022999993,None,10.067765022999993,None,10.067765022999993,None,10.067765022999993,None,10.067765022999993,None,10.067765022999993,None,10.067765022999993,None,,,,,,,
