left_top.started,left_top.stopped,middle_top.started,middle_top.stopped,right_top.started,right_top.stopped,left_bottom.started,left_bottom.stopped,middle_bottom.started,middle_bottom.stopped,right_bottom.started,right_bottom.stopped,a.started,a.stopped,c.started,c.stopped,d.started,d.stopped,e.started,e.stopped,f.started,f.stopped,b.started,b.stopped,textbar.text,textbar.started,textbar.stopped,back.started,back.stopped,back_text.started,back_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,answer,8.202160176999314,None,8.202160176999314,None,8.202160176999314,None,,,,,,,
