uprighttangle.started,uprighttangle.stopped,downrighttangle.started,downrighttangle.stopped,downlefttangle.started,downlefttangle.stopped,uplefttangle.started,uplefttangle.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,uprtext.started,uprtext.stopped,downrtext.started,downrtext.stopped,downltext.started,downltext.stopped,upltext.started,upltext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.488531264010817,14.454798538936302,9.488531264010817,None,9.488531264010817,None,9.488531264010817,None,-0.17888888888888888,0.18222222222222223,0,0,0,0.01276180217973888,None,,,,,,,,,j,001,2022_Jan_31_1918,Flickering Muliple Choice,2021.2.3,60.26760211827627,
,,,,,,,,,,,,,,,9.488531264010817,None,9.488531264010817,None,9.488531264010817,None,9.488531264010817,None,,,,,,,
