uprighttangle.started,uprighttangle.stopped,downrighttangle.started,downrighttangle.stopped,downlefttangle.started,downlefttangle.stopped,uplefttangle.started,uplefttangle.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,uprtext.started,uprtext.stopped,downrtext.started,downrtext.stopped,downltext.started,downltext.stopped,upltext.started,upltext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.181786461966112,19.17047902313061,14.181786461966112,None,14.181786461966112,None,14.181786461966112,None,-0.028888888888888888,0.15555555555555556,0,0,0,0.0009222803637385368,None,,,,,,,,,j,001,2022_Jan_31_1923,Flickering Muliple Choice,2021.2.3,None,
,,,,,,,,,,,,,,,14.181786461966112,None,14.181786461966112,None,14.181786461966112,None,14.181786461966112,None,,,,,,,
