uprighttangle.started,uprighttangle.stopped,downrighttangle.started,downrighttangle.stopped,downlefttangle.started,downlefttangle.stopped,uplefttangle.started,uplefttangle.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,uprtext.started,uprtext.stopped,downrtext.started,downrtext.stopped,downltext.started,downltext.stopped,upltext.started,upltext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.989730133000194,17.973858565999763,12.989730133000194,None,12.989730133000194,None,12.989730133000194,None,-0.21222222222222223,0.33111111111111113,0,0,0,0.0043546979995880974,None,,,,,,,,,k,001,2022_Jan_19_2014,Flickering Muliple Choice,2021.2.3,None,
,,,,,,,,,,,,,,,12.989730133000194,None,12.989730133000194,None,12.989730133000194,None,12.989730133000194,None,,,,,,,
