uprighttangle.started,uprighttangle.stopped,downrighttangle.started,downrighttangle.stopped,downlefttangle.started,downlefttangle.stopped,uplefttangle.started,uplefttangle.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,uprtext.started,uprtext.stopped,downrtext.started,downrtext.stopped,downltext.started,downltext.stopped,upltext.started,upltext.stopped,textbox.started,textbox.stopped,backtangle.started,backtangle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.382785419002175,15.348693291889504,10.382785419002175,None,10.382785419002175,None,10.382785419002175,None,-0.05444444444444444,0.18,0,0,0,0.015387682477012277,None,,,,,,,,,,,,,j,001,2022_Jan_31_1916,Flickering Muliple Choice Final,2021.2.3,None,
,,,,,,,,,,,,,,,10.382785419002175,None,10.382785419002175,None,10.382785419002175,None,10.382785419002175,None,10.382785419002175,None,10.382785419002175,None,,,,,,,
