uprighttangle.started,uprighttangle.stopped,downrighttangle.started,downrighttangle.stopped,downlefttangle.started,downlefttangle.stopped,uplefttangle.started,uplefttangle.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.started,mouse.stopped,uprtext.started,uprtext.stopped,downrtext.started,downrtext.stopped,downltext.started,downltext.stopped,upltext.started,upltext.stopped,textbox.started,textbox.stopped,backtangle.started,backtangle.stopped,participant,session,date,expName,psychopyVersion,frameRate,
32.75307590584271,37.742631366010755,32.75307590584271,None,32.75307590584271,None,32.75307590584271,None,-0.15222222222222223,0.20333333333333334,0,0,0,0.011492453515529633,None,,,,,,,,,,,,,j,001,2022_Jan_31_1916,Flickering Muliple Choice Final,2021.2.3,None,
,,,,,,,,,,,,,,,32.75307590584271,None,32.75307590584271,None,32.75307590584271,None,32.75307590584271,None,32.75307590584271,None,32.75307590584271,None,,,,,,,
