left_top.started,left_top.stopped,middle_top.started,middle_top.stopped,right_top.started,right_top.stopped,left_bottom.started,left_bottom.stopped,middle_bottom.started,middle_bottom.stopped,right_bottom.started,right_bottom.stopped,h.started,h.stopped,j.started,j.stopped,k.started,k.stopped,l.started,l.stopped,m.started,m.stopped,i.started,i.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,9.499524844000007,None,,,,,,,
